billionaire_id,publication,author,title,url,published_ts
1,Blogspot.com,noreply@blogger.com (Unknown),Elon Musk Sells Another $1 Billion in Tesla Shares to Prep for Largest Tax Bill in History,https://techncruncher.blogspot.com/2021/12/elon-musk-sells-another-1-billion-in_30.html,2021-12-30T09:32:00Z
1,Blogspot.com,noreply@blogger.com (Unknown),Elon Musk criticised on Chinese social media over risk of 'collision' between Starlink satellites and space station,https://techncruncher.blogspot.com/2021/12/elon-musk-criticised-on-chinese-social.html,2021-12-28T13:07:00Z
1,Blogspot.com,noreply@blogger.com (Unknown),Elon Musk’s ex Grimes sparks new pregnancy rumours with cryptic post: See here,https://techncruncher.blogspot.com/2021/12/elon-musks-ex-grimes-sparks-new.html,2021-12-29T12:41:00Z
1,Blogspot.com,noreply@blogger.com (Unknown),World's richest man gets $32BILLION richer: Elon Musk's worth climbs to $304billion as Tesla stock soars after car maker rolled out nearly a million vehicles in 2021,https://techncruncher.blogspot.com/2022/01/worlds-richest-man-gets-32billion.html,2022-01-04T16:16:00Z
1,Blogspot.com,noreply@blogger.com (Unknown),Apple has become the world's first $3 trillion company,https://techncruncher.blogspot.com/2022/01/apple-has-become-worlds-first-3.html,2022-01-03T21:41:00Z
1,Gizmodo.com,Shoshana Wodinsky,"Crypto Dev Says He’s Spending $500,000 on a Statue of Elon Musk’s Head on a Goat’s Body",https://gizmodo.com/crypto-dev-says-he-s-spending-500-000-on-a-statue-of-e-1848321336,2022-01-07T19:30:00Z
1,Gizmodo.com,George Dvorsky,Elon Musk Tweets Video of 'Mechazilla' Tower That Will Somehow Catch a Rocket,https://gizmodo.com/elon-musk-tweets-video-of-mechazilla-tower-that-will-so-1848346359,2022-01-12T20:10:00Z
1,Gizmodo.com,George Dvorsky,2021 Was the Weirdest Year in Space Ever,https://gizmodo.com/2021-was-the-weirdest-year-in-space-ever-1848090484,2021-12-13T20:15:00Z
1,Gizmodo.com,Jody Serrano,"Finnish Man Passes on Paying $22,600 to Replace His Tesla's Battery, Blows Up Car Instead",https://gizmodo.com/finnish-man-passes-on-paying-22-600-to-replace-his-tes-1848268874,2021-12-24T17:30:25Z
1,Gizmodo.com,Matt Novak,SpaceX Hit With Worst Covid-19 Outbreak of Any Business in Los Angeles,https://gizmodo.com/spacex-hit-with-worst-covid-19-outbreak-of-any-business-1848250478,2021-12-21T12:00:00Z
1,New York Times,Trish Bendix,Stephen Colbert Comments on the ‘Slides of Sedition’,https://www.nytimes.com/2021/12/14/arts/television/stephen-colbert-jan-6-powerpoint.html,2021-12-14T06:59:51Z
2,Blogspot.com,noreply@blogger.com (Unknown),World's richest man gets $32BILLION richer: Elon Musk's worth climbs to $304billion as Tesla stock soars after car maker rolled out nearly a million vehicles in 2021,https://techncruncher.blogspot.com/2022/01/worlds-richest-man-gets-32billion.html,2022-01-04T16:16:00Z
2,Reuters,,Paris judge approves 10 million euro settlement with LVMH in spy case - Reuters,https://www.reuters.com/world/europe/paris-judge-approves-10-million-euro-settlement-with-lvmh-spy-case-2021-12-17/,2021-12-17T17:58:00Z
2,Forbes,"John Kang, Forbes Staff, 
 John Kang, Forbes Staff
 https://www.forbes.com/sites/johnkang/",Founding Family Of Footwear Giant Belle Takes A Big Step Into Hong Kong’s Startup Scene,https://www.forbes.com/sites/johnkang/2021/12/22/founding-family-of-footwear-giant-belle-takes-a-big-step-into-hong-kongs-startup-scene/,2021-12-22T06:00:04Z
2,HYPEBEAST,"info@hypebeast.com (HYPEBEAST), HYPEBEAST",Binance CEO’s Net Worth Estimated To Be $96 Billion USD,https://hypebeast.com/2022/1/binance-ceo-changpeng-zhao-net-worth-96-billion-bloomberg-billionaires-index,2022-01-11T03:04:18Z
2,HYPEBEAST,"info@hypebeast.com (HYPEBEAST), HYPEBEAST",Here’s How Much Money the 10 Richest People in the World Made in 2021,https://hypebeast.com/2022/1/top-10-richest-people-in-the-world-wealth-gain-2021,2022-01-01T07:12:31Z
2,Bloomberg,Ishika Mookerjee,Tikehau Capital Said to Get Nod for SPAC Listing in Singapore,https://www.bloomberg.com/news/articles/2021-12-30/tikehau-capital-said-to-get-nod-for-spac-listing-in-singapore,2021-12-30T05:00:51Z
2,Bloomberg,"Liana Baker, Kamaron Leach",How Apollo's Playbook Could Help Yahoo Spawn a Few Public Companies,https://www.bloomberg.com/news/newsletters/2021-12-30/how-apollo-s-playbook-could-help-yahoo-spawn-a-few-public-companies,2021-12-30T16:45:42Z
2,Ben-evans.com,Benedict Evans,Tech questions for 2022,https://www.ben-evans.com/benedictevans/2022/1/2/2022-questions,2022-01-02T15:42:33Z
2,Forbes,"Eliza Haverstock, Forbes Staff, 
 Eliza Haverstock, Forbes Staff
 https://www.forbes.com/sites/elizahaverstock/",Elon Musk’s Fortune Shrinks $30 Billion As Tesla Stock Tumbles,https://www.forbes.com/sites/elizahaverstock/2022/01/06/elon-musks-fortune-shrinks-30-billion-as-tesla-stock-tumbles/,2022-01-06T21:25:38Z
2,Forbes,"Eliza Haverstock, Forbes Staff, 
 Eliza Haverstock, Forbes Staff
 https://www.forbes.com/sites/elizahaverstock/",Happy New Year: Elon Musk Gets $25 Billion Richer On 2022’s First Trading Day As Tesla Stock Soars,https://www.forbes.com/sites/elizahaverstock/2022/01/03/happy-new-year-elon-musk-gets-25-billion-richer-on-2022s-first-trading-day-as-tesla-stock-soars/,2022-01-03T18:25:14Z
2,Forbes,"Chase Peterson-Withorn, Forbes Staff, 
 Chase Peterson-Withorn, Forbes Staff
 https://www.forbes.com/sites/chasewithorn/",The 10 Biggest Billionaire Gainers Of 2021,https://www.forbes.com/sites/chasewithorn/2021/12/20/the-10-biggest-billionaire-gainers-of-2021/,2021-12-20T12:00:00Z
2,Forbes,"Eliza Haverstock, Forbes Staff, 
 Eliza Haverstock, Forbes Staff
 https://www.forbes.com/sites/elizahaverstock/",A Year Like No Other: How Elon Musk Stole The Show—And Became The World’s Richest—In 2021,https://www.forbes.com/sites/elizahaverstock/2021/12/26/a-year-like-no-other-how-elon-musk-stole-the-show-and-became-the-worlds-richest-in-2021/,2021-12-26T12:00:00Z
2,Forbes,"Lisa Kim, Forbes Staff, 
 Lisa Kim, Forbes Staff
 https://www.forbes.com/sites/lisakim/","Elon Musk Has Claimed Home Is A Humble $50,000 House—He’s Reportedly Living In An Austin Mansion",https://www.forbes.com/sites/lisakim/2021/12/22/elon-musk-has-claimed-home-is-a-humble-50000-house-hes-reportedly-living-in-an-austin-mansion/,2021-12-22T18:55:30Z
2,Yahoo Entertainment,AFP,LVMH to pay 10 mn euros to settle spying claims,https://news.yahoo.com/lvmh-pay-10-mn-euros-145729018.html,2021-12-17T14:57:29Z
2,Yahoo Entertainment,Dawn Allcot,2021 Wealth Recap: Who Are the Billionaires That Added $402B to Their Fortunes,https://finance.yahoo.com/news/2021-wealth-recap-billionaires-added-143456071.html,2022-01-03T14:34:56Z
2,Yahoo Entertainment,Andrew Lisa,Jeff Bezos Lost His Status as the World’s Richest but Still Had a Stellar Year,https://finance.yahoo.com/news/jeff-bezos-lost-status-world-210019471.html,2021-12-17T21:00:19Z
2,Sputnik International,Kirill Kurevlev,"Top 10 Richest People on Earth Got Wealthier by Over $400 Bln in 2021, Bloomberg Index Shows",https://sputniknews.com/20211230/top-10-richest-people-on-earth-got-wealthier-by-over-400-bln-in-2021-bloomberg-index-shows-1091924557.html,2021-12-30T23:32:56Z
2,CNBC,Nicolas Vega,The world's 10 richest people added $402 billion to their fortunes in 2021. Here's whose net worth grew the most,https://www.cnbc.com/2021/12/30/how-much-money-the-10-richest-people-in-the-world-made-in-2021.html,2021-12-30T14:28:25Z
2,Sputnik International,Sputnik International,Elon Musk Again Hits $300Bln Mark After $30Bln Jump in Value in 24 Hours - Forbes,https://sputniknews.com/20220104/elon-musk-again-hits-300bln-mark-after-30bln-jump-in-value-in-24-hours---forbes-1092010293.html,2022-01-04T09:02:05Z
2,Hindustan Times,hindustantimes.com,"Billionaires Index: Gautam Adani slips by a spot, is 14th richest in world - Hindustan Times",https://www.hindustantimes.com/business/billionaires-index-gautam-adani-slips-by-a-spot-is-14th-richest-in-world-101639831414190.html,2021-12-18T13:22:47Z
